1,8934.0,8934
2,8404.0,8404
3,7748.0,7748
4,4939.737967497904,7263
5,6784.219553080518,7007
6,6825.0,6825
7,5664.236460632129,6665
8,4199.404067599387,6660
9,6711.0,6711
10,6990.0,6990
11,7695.0,7695
12,8467.0,8467
13,8930.0,8930
14,6813.559711823106,9213
15,9454.559936479633,9156
16,8956.0,8956
17,6884.334493264925,9034
18,9025.0,9025
19,8813.0,8813
20,8761.0,8761
21,8760.0,8760
22,9171.0,9171
23,7208.0344615738395,9285
24,8403.910738527955,9188
25,8908.0,8908
26,8469.0,8469
27,7895.0,7895
28,7440.0,7440
29,7076.0,7076
30,5235.504400306612,6846
31,6768.0,6768
32,6686.0,6686
33,9105.790337020719,6805
34,7068.0,7068
35,7657.0,7657
36,8390.0,8390
37,9307.047824724885,8891
38,9185.0,9185
39,9053.0,9053
40,8944.0,8944
41,9023.865811440764,8840
42,8750.0,8750
43,8562.0,8562
44,8430.0,8430
45,8535.0,8535
46,5573.59968603263,8952
47,9066.0,9066
48,9013.0,9013
49,8883.0,8883
50,8460.0,8460
51,7751.0,7751
52,7210.0,7210
53,3500.254430888159,7017
54,6796.0,6796
55,6661.0,6661
56,8141.645234196427,6630
57,6651.0,6651
58,6820.0,6820
59,7024.0,7024
60,7566.0,7566
61,8117.0,8117
62,8529.0,8529
63,8651.0,8651
64,8675.0,8675
65,8641.0,8641
66,8606.0,8606
67,8404.0,8404
68,8321.0,8321
69,8447.0,8447
70,10983.959729821052,8768
71,8892.0,8892
72,10217.850791888559,8795
73,8691.0,8691
74,8214.0,8214
75,7576.0,7576
76,7189.0,7189
77,6861.0,6861
78,6658.0,6658
79,6636.0,6636
80,6471.0,6471
81,6565.0,6565
82,6737.0,6737
83,7172.0,7172
84,8035.0,8035
85,8532.0,8532
86,8888.0,8888
87,9107.0,9107
88,9010.0,9010
89,8998.0,8998
90,8957.0,8957
91,5646.740918016311,8732
92,8617.0,8617
93,8714.0,8714
94,8935.0,8935
95,9094.0,9094
96,8926.0,8926
97,8720.0,8720
98,8383.0,8383
99,7797.0,7797
100,4982.383837922416,7314
101,6940.0,6940
102,6817.0,6817
103,6675.0,6675
104,6671.0,6671
105,6625.0,6625
106,6726.0,6726
107,8744.082093215697,6859
108,7311.0,7311
109,7611.0,7611
110,8107.0,8107
111,8330.0,8330
112,8259.0,8259
113,8182.0,8182
114,8088.0,8088
115,7949.0,7949
116,7849.0,7849
117,7994.0,7994
118,7374.00326943103,8367
119,8614.0,8614
120,8456.0,8456
121,6625.2747152881575,8283
122,7965.0,7965
123,7301.0,7301
124,7026.943034626215,6911
125,9238.984970829626,6599
126,6406.0,6406
127,6282.0,6282
128,7164.844407971123,6216
129,4449.495869289694,6207
130,6273.0,6273
131,6405.0,6405
132,6605.0,6605
133,6131.925745559405,6955
134,7188.0,7188
135,7422.302475102119,7225
136,7197.0,7197
137,8063.744823776484,7116
138,7016.0,7016
139,6899.0,6899
140,6784.0,6784
141,9074.251414879536,7031
142,7602.0,7602
143,8014.0,8014
144,8011.0,8011
145,7421.441980586559,7929
146,7526.0,7526
147,7164.0,7164
148,6724.0,6724
149,6155.878024269183,6400
150,6265.0,6265
151,6238.0,6238
152,6213.0,6213
153,6300.0,6300
154,6612.0,6612
155,7513.0,7513
156,8320.0,8320
157,8936.0,8936
158,9252.0,9252
159,9248.0,9248
160,8980.0,8980
161,9227.571490816495,8904
162,8810.0,8810
163,8563.0,8563
164,8497.0,8497
165,6683.60266644269,8489
166,8880.0,8880
167,7161.835613120751,9145
168,9036.0,9036
169,8800.0,8800
170,8373.0,8373
171,7832.0,7832
172,7206.0,7206
173,6882.0,6882
174,6687.0,6687
175,6630.0,6630
176,6605.0,6605
177,8567.63936146506,6700
178,8080.430920074523,6956
179,7483.0,7483
180,8298.0,8298
181,8797.0,8797
182,5600.7336136355825,9073
183,6654.33440635831,8885
184,6654.33440635831,8817
185,6654.33440635831,8742
186,6654.33440635831,8647
187,6654.33440635831,8396
188,6654.33440635831,8361
189,6654.33440635831,8401
190,8785.0,8785
191,13336.028533994187,9021
192,8965.0,8965
193,8863.028371032507,8816
194,10113.305503351803,8439
195,7656.0,7656
196,7097.0,7097
197,6889.0,6889
198,8592.658790725241,6737
199,6583.0,6583
200,6592.0,6592
201,6704.0,6704
202,9434.405904233074,6786
203,7308.0,7308
204,8207.0,8207
205,8790.0,8790
206,4619.477839736993,8847
207,8792.0,8792
208,7571.059464695295,8675
209,11441.506206571878,8577
210,8489.0,8489
211,8319.0,8319
212,8510.049171348608,8196
213,8251.0,8251
214,8674.0,8674
215,8909.0,8909
216,8841.0,8841
217,9264.232586401075,8623
218,6318.207070349705,8140
219,6318.207070349705,7626
220,6318.207070349705,7139
221,6318.207070349705,6824
222,6318.207070349705,6657
223,6318.207070349705,6548
224,6318.207070349705,6498
225,6318.207070349705,6508
226,6848.0,6848
227,7412.0,7412
228,8309.0,8309
229,8731.0,8731
230,10809.374540988232,8987
231,9045.0,9045
232,8978.0,8978
233,8870.0,8870
234,8780.0,8780
235,8600.0,8600
236,8466.0,8466
237,8495.0,8495
238,8770.0,8770
239,9044.0,9044
